environment: 
YAML: configs/fedprox1.yaml
==> model: Resnet18
==> client_model: Resnet18
==> dataset_path: datasets/cifar10
==> dataset: cifar10
==> nclass: 10
==> test_dataset: cifar10
==> test_dataset_path: datasets/cifar10
==> standardize: True
==> augment: True
==> pin_memory: True
==> n_workers: 4
==> SEED: 52
==> batch_size: 32
==> gpu: 0
==> server_gpu: 0
==> adv: False
==> iid: False
==> beta: 0.6
==> alpha: 0.01
==> params_avg: 0.001
==> n_clients: 30
==> sample_clients: 0.3
==> lr: 0.001
==> total_iterations: 50
==> client_iterations: 5
==> img_size: [32, 32]
==> eval_mode: True
==> individual: False
==> opt: SGD
==> momentum: 0.9
==> return_logs: False
==> pid: 30011
augmenting dataset
standardizing dataset
Files already downloaded and verified
50000
non iid data loading
tensor([  77, 2348,  129, 1442,  237, 1008, 1503, 2096, 1410, 1509,  239, 1984,
         390, 1104, 3913,  207,  810, 3543,  970, 1212, 1745, 5721,  471,  130,
         291,  294, 1605, 4166, 9319,  127])
epochs: [1/5] train_acc: 0.143 train_loss: 2.832
epochs: [2/5] train_acc: 0.174 train_loss: 2.466
epochs: [3/5] train_acc: 0.338 train_loss: 2.164
epochs: [4/5] train_acc: 0.417 train_loss: 1.919
epochs: [5/5] train_acc: 0.527 train_loss: 1.646
############## client 11 ##############
epochs: [1/5] train_acc: 0.262 train_loss: 2.037
epochs: [2/5] train_acc: 0.350 train_loss: 1.787
epochs: [3/5] train_acc: 0.404 train_loss: 1.653
epochs: [4/5] train_acc: 0.449 train_loss: 1.530
epochs: [5/5] train_acc: 0.515 train_loss: 1.386
############## client 14 ##############
epochs: [1/5] train_acc: 0.241 train_loss: 2.388
epochs: [2/5] train_acc: 0.353 train_loss: 2.050
epochs: [3/5] train_acc: 0.411 train_loss: 1.907
epochs: [4/5] train_acc: 0.474 train_loss: 1.781
epochs: [5/5] train_acc: 0.496 train_loss: 1.687
############## client 20 ##############
epochs: [1/5] train_acc: 0.208 train_loss: 2.526
epochs: [2/5] train_acc: 0.306 train_loss: 2.233
epochs: [3/5] train_acc: 0.381 train_loss: 2.005
epochs: [4/5] train_acc: 0.426 train_loss: 1.896
epochs: [5/5] train_acc: 0.458 train_loss: 1.813
############## client 0 ##############
epochs: [1/5] train_acc: 0.166 train_loss: 2.844
epochs: [2/5] train_acc: 0.223 train_loss: 2.546
epochs: [3/5] train_acc: 0.264 train_loss: 2.326
epochs: [4/5] train_acc: 0.388 train_loss: 2.129
epochs: [5/5] train_acc: 0.357 train_loss: 2.069
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.132
cur_acc: 0.132
iteration [3/50]
############## client 1 ##############
epochs: [1/5] train_acc: 0.256 train_loss: 2.027
epochs: [2/5] train_acc: 0.345 train_loss: 1.795
epochs: [3/5] train_acc: 0.410 train_loss: 1.645
epochs: [4/5] train_acc: 0.438 train_loss: 1.590
epochs: [5/5] train_acc: 0.522 train_loss: 1.375
############## client 17 ##############
epochs: [1/5] train_acc: 0.224 train_loss: 2.443
epochs: [2/5] train_acc: 0.345 train_loss: 2.107
epochs: [3/5] train_acc: 0.410 train_loss: 1.934
epochs: [4/5] train_acc: 0.463 train_loss: 1.808
epochs: [5/5] train_acc: 0.493 train_loss: 1.705
############## client 12 ##############
epochs: [1/5] train_acc: 0.138 train_loss: 2.767
epochs: [2/5] train_acc: 0.205 train_loss: 2.432
epochs: [3/5] train_acc: 0.329 train_loss: 2.169
epochs: [4/5] train_acc: 0.422 train_loss: 2.007
epochs: [5/5] train_acc: 0.407 train_loss: 2.001
############## client 14 ##############
epochs: [1/5] train_acc: 0.309 train_loss: 1.899
epochs: [2/5] train_acc: 0.403 train_loss: 1.660
epochs: [3/5] train_acc: 0.464 train_loss: 1.543
epochs: [4/5] train_acc: 0.495 train_loss: 1.458
epochs: [5/5] train_acc: 0.549 train_loss: 1.337
############## client 0 ##############
epochs: [1/5] train_acc: 0.331 train_loss: 2.028
epochs: [2/5] train_acc: 0.352 train_loss: 1.945
epochs: [3/5] train_acc: 0.327 train_loss: 1.902
epochs: [4/5] train_acc: 0.349 train_loss: 1.818
epochs: [5/5] train_acc: 0.436 train_loss: 1.678
############## client 7 ##############
epochs: [1/5] train_acc: 0.209 train_loss: 2.521
epochs: [2/5] train_acc: 0.309 train_loss: 2.191
epochs: [3/5] train_acc: 0.401 train_loss: 1.948
epochs: [4/5] train_acc: 0.429 train_loss: 1.842
epochs: [5/5] train_acc: 0.484 train_loss: 1.718
############## client 2 ##############
epochs: [1/5] train_acc: 0.081 train_loss: 2.239
epochs: [2/5] train_acc: 0.162 train_loss: 1.980
epochs: [3/5] train_acc: 0.275 train_loss: 1.757
epochs: [4/5] train_acc: 0.338 train_loss: 1.627
epochs: [5/5] train_acc: 0.431 train_loss: 1.411
############## client 5 ##############
epochs: [1/5] train_acc: 0.243 train_loss: 2.065
epochs: [2/5] train_acc: 0.341 train_loss: 1.823
epochs: [3/5] train_acc: 0.372 train_loss: 1.686
epochs: [4/5] train_acc: 0.438 train_loss: 1.523
epochs: [5/5] train_acc: 0.506 train_loss: 1.412
############## client 22 ##############
epochs: [1/5] train_acc: 0.141 train_loss: 2.709
epochs: [2/5] train_acc: 0.248 train_loss: 2.339
epochs: [3/5] train_acc: 0.354 train_loss: 2.142
epochs: [4/5] train_acc: 0.414 train_loss: 1.880
epochs: [5/5] train_acc: 0.500 train_loss: 1.684
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.131
cur_acc: 0.131
iteration [4/50]
############## client 15 ##############
epochs: [1/5] train_acc: 0.222 train_loss: 2.216
epochs: [2/5] train_acc: 0.265 train_loss: 2.087
epochs: [3/5] train_acc: 0.351 train_loss: 1.927
epochs: [4/5] train_acc: 0.359 train_loss: 1.878
epochs: [5/5] train_acc: 0.445 train_loss: 1.690
############## client 7 ##############
epochs: [1/5] train_acc: 0.315 train_loss: 1.873
epochs: [2/5] train_acc: 0.369 train_loss: 1.716
epochs: [3/5] train_acc: 0.443 train_loss: 1.547
epochs: [4/5] train_acc: 0.474 train_loss: 1.447
epochs: [5/5] train_acc: 0.534 train_loss: 1.298
############## client 20 ##############
epochs: [1/5] train_acc: 0.258 train_loss: 2.029
epochs: [2/5] train_acc: 0.340 train_loss: 1.809
epochs: [3/5] train_acc: 0.419 train_loss: 1.628
epochs: [4/5] train_acc: 0.446 train_loss: 1.533
epochs: [5/5] train_acc: 0.535 train_loss: 1.340
############## client 8 ##############
epochs: [1/5] train_acc: 0.231 train_loss: 2.091
epochs: [2/5] train_acc: 0.247 train_loss: 2.194
epochs: [3/5] train_acc: 0.304 train_loss: 2.097
epochs: [4/5] train_acc: 0.326 train_loss: 2.053
epochs: [5/5] train_acc: 0.379 train_loss: 1.948
############## client 29 ##############
epochs: [1/5] train_acc: 0.268 train_loss: 2.086
epochs: [2/5] train_acc: 0.386 train_loss: 1.947
epochs: [3/5] train_acc: 0.402 train_loss: 1.820
epochs: [4/5] train_acc: 0.457 train_loss: 1.721
epochs: [5/5] train_acc: 0.441 train_loss: 1.626
############## client 24 ##############
epochs: [1/5] train_acc: 0.078 train_loss: 2.900
epochs: [2/5] train_acc: 0.150 train_loss: 2.722
epochs: [3/5] train_acc: 0.175 train_loss: 2.674
epochs: [4/5] train_acc: 0.271 train_loss: 2.463
epochs: [5/5] train_acc: 0.369 train_loss: 2.245
############## client 25 ##############
epochs: [1/5] train_acc: 0.247 train_loss: 2.062
epochs: [2/5] train_acc: 0.286 train_loss: 1.973
epochs: [3/5] train_acc: 0.356 train_loss: 1.730
epochs: [4/5] train_acc: 0.420 train_loss: 1.643
epochs: [5/5] train_acc: 0.424 train_loss: 1.519
############## client 13 ##############
epochs: [1/5] train_acc: 0.272 train_loss: 2.032
epochs: [2/5] train_acc: 0.337 train_loss: 1.811
epochs: [3/5] train_acc: 0.397 train_loss: 1.640
epochs: [4/5] train_acc: 0.446 train_loss: 1.530
epochs: [5/5] train_acc: 0.491 train_loss: 1.399
############## client 3 ##############
epochs: [1/5] train_acc: 0.187 train_loss: 2.579
epochs: [2/5] train_acc: 0.255 train_loss: 2.509
epochs: [3/5] train_acc: 0.327 train_loss: 2.347
epochs: [4/5] train_acc: 0.266 train_loss: 2.652
epochs: [5/5] train_acc: 0.299 train_loss: 2.684
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.123
cur_acc: 0.123
iteration [5/50]
############## client 27 ##############
epochs: [1/5] train_acc: 0.256 train_loss: 2.358
epochs: [2/5] train_acc: 0.366 train_loss: 2.042
epochs: [3/5] train_acc: 0.430 train_loss: 1.861
epochs: [4/5] train_acc: 0.478 train_loss: 1.782
epochs: [5/5] train_acc: 0.503 train_loss: 1.717
############## client 1 ##############
epochs: [1/5] train_acc: 0.307 train_loss: 1.870
epochs: [2/5] train_acc: 0.379 train_loss: 1.692
epochs: [3/5] train_acc: 0.446 train_loss: 1.557
epochs: [4/5] train_acc: 0.480 train_loss: 1.449
epochs: [5/5] train_acc: 0.528 train_loss: 1.348
############## client 19 ##############
epochs: [1/5] train_acc: 0.173 train_loss: 2.626
epochs: [2/5] train_acc: 0.272 train_loss: 2.289
epochs: [3/5] train_acc: 0.373 train_loss: 2.037
epochs: [4/5] train_acc: 0.421 train_loss: 1.901
epochs: [5/5] train_acc: 0.488 train_loss: 1.763
############## client 12 ##############
epochs: [1/5] train_acc: 0.326 train_loss: 1.942
epochs: [2/5] train_acc: 0.321 train_loss: 1.843
epochs: [3/5] train_acc: 0.389 train_loss: 1.647
epochs: [4/5] train_acc: 0.413 train_loss: 1.562
epochs: [5/5] train_acc: 0.466 train_loss: 1.433
############## client 2 ##############
epochs: [1/5] train_acc: 0.237 train_loss: 1.634
epochs: [2/5] train_acc: 0.288 train_loss: 1.508
epochs: [3/5] train_acc: 0.356 train_loss: 1.400
epochs: [4/5] train_acc: 0.363 train_loss: 1.367
epochs: [5/5] train_acc: 0.444 train_loss: 1.196
############## client 18 ##############
epochs: [1/5] train_acc: 0.151 train_loss: 2.673
epochs: [2/5] train_acc: 0.282 train_loss: 2.272
epochs: [3/5] train_acc: 0.378 train_loss: 2.055
epochs: [4/5] train_acc: 0.426 train_loss: 1.908
epochs: [5/5] train_acc: 0.496 train_loss: 1.718
############## client 26 ##############
epochs: [1/5] train_acc: 0.262 train_loss: 2.006
epochs: [2/5] train_acc: 0.336 train_loss: 1.804
epochs: [3/5] train_acc: 0.416 train_loss: 1.647
epochs: [4/5] train_acc: 0.420 train_loss: 1.595
epochs: [5/5] train_acc: 0.492 train_loss: 1.433
############## client 21 ##############
epochs: [1/5] train_acc: 0.267 train_loss: 2.323
epochs: [2/5] train_acc: 0.387 train_loss: 1.987
epochs: [3/5] train_acc: 0.442 train_loss: 1.846
epochs: [4/5] train_acc: 0.493 train_loss: 1.731
epochs: [5/5] train_acc: 0.534 train_loss: 1.652
############## client 11 ##############
epochs: [1/5] train_acc: 0.257 train_loss: 1.997
epochs: [2/5] train_acc: 0.344 train_loss: 1.784
epochs: [3/5] train_acc: 0.403 train_loss: 1.619
epochs: [4/5] train_acc: 0.476 train_loss: 1.486
epochs: [5/5] train_acc: 0.529 train_loss: 1.348
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.134
cur_acc: 0.134
iteration [6/50]
############## client 17 ##############
epochs: [1/5] train_acc: 0.323 train_loss: 1.858
epochs: [2/5] train_acc: 0.400 train_loss: 1.666
epochs: [3/5] train_acc: 0.462 train_loss: 1.547
epochs: [4/5] train_acc: 0.511 train_loss: 1.402
epochs: [5/5] train_acc: 0.553 train_loss: 1.314
############## client 4 ##############
epochs: [1/5] train_acc: 0.203 train_loss: 2.218
epochs: [2/5] train_acc: 0.337 train_loss: 2.056
epochs: [3/5] train_acc: 0.363 train_loss: 1.911
epochs: [4/5] train_acc: 0.483 train_loss: 1.687
epochs: [5/5] train_acc: 0.483 train_loss: 1.560
############## client 28 ##############
epochs: [1/5] train_acc: 0.328 train_loss: 1.846
epochs: [2/5] train_acc: 0.436 train_loss: 1.602
epochs: [3/5] train_acc: 0.479 train_loss: 1.498
epochs: [4/5] train_acc: 0.523 train_loss: 1.413
epochs: [5/5] train_acc: 0.562 train_loss: 1.317
############## client 12 ##############
epochs: [1/5] train_acc: 0.382 train_loss: 1.795
epochs: [2/5] train_acc: 0.419 train_loss: 1.634
epochs: [3/5] train_acc: 0.438 train_loss: 1.577
epochs: [4/5] train_acc: 0.527 train_loss: 1.361
epochs: [5/5] train_acc: 0.533 train_loss: 1.253
############## client 16 ##############
epochs: [1/5] train_acc: 0.230 train_loss: 2.145
epochs: [2/5] train_acc: 0.325 train_loss: 1.915
epochs: [3/5] train_acc: 0.355 train_loss: 1.815
epochs: [4/5] train_acc: 0.433 train_loss: 1.580
epochs: [5/5] train_acc: 0.508 train_loss: 1.454
############## client 21 ##############
epochs: [1/5] train_acc: 0.364 train_loss: 1.738
epochs: [2/5] train_acc: 0.451 train_loss: 1.540
epochs: [3/5] train_acc: 0.503 train_loss: 1.403
epochs: [4/5] train_acc: 0.551 train_loss: 1.311
epochs: [5/5] train_acc: 0.592 train_loss: 1.200
############## client 25 ##############
epochs: [1/5] train_acc: 0.384 train_loss: 1.811
epochs: [2/5] train_acc: 0.379 train_loss: 1.736
epochs: [3/5] train_acc: 0.417 train_loss: 1.647
epochs: [4/5] train_acc: 0.523 train_loss: 1.405
epochs: [5/5] train_acc: 0.526 train_loss: 1.329
############## client 22 ##############
epochs: [1/5] train_acc: 0.289 train_loss: 1.974
epochs: [2/5] train_acc: 0.379 train_loss: 1.775
epochs: [3/5] train_acc: 0.406 train_loss: 1.615
epochs: [4/5] train_acc: 0.503 train_loss: 1.448
epochs: [5/5] train_acc: 0.552 train_loss: 1.282
############## client 5 ##############
epochs: [1/5] train_acc: 0.294 train_loss: 1.941
epochs: [2/5] train_acc: 0.365 train_loss: 1.733
epochs: [3/5] train_acc: 0.414 train_loss: 1.562
epochs: [4/5] train_acc: 0.495 train_loss: 1.408
epochs: [5/5] train_acc: 0.547 train_loss: 1.256
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.326
cur_acc: 0.326
iteration [7/50]
############## client 8 ##############
epochs: [1/5] train_acc: 0.305 train_loss: 1.860
epochs: [2/5] train_acc: 0.322 train_loss: 1.872
epochs: [3/5] train_acc: 0.396 train_loss: 1.722
epochs: [4/5] train_acc: 0.363 train_loss: 1.853
epochs: [5/5] train_acc: 0.377 train_loss: 1.925
############## client 2 ##############
epochs: [1/5] train_acc: 0.300 train_loss: 1.422
epochs: [2/5] train_acc: 0.350 train_loss: 1.341
epochs: [3/5] train_acc: 0.412 train_loss: 1.230
epochs: [4/5] train_acc: 0.438 train_loss: 1.152
epochs: [5/5] train_acc: 0.488 train_loss: 0.979
############## client 10 ##############
epochs: [1/5] train_acc: 0.105 train_loss: 2.879
epochs: [2/5] train_acc: 0.269 train_loss: 2.371
epochs: [3/5] train_acc: 0.319 train_loss: 2.114
epochs: [4/5] train_acc: 0.448 train_loss: 1.862
epochs: [5/5] train_acc: 0.485 train_loss: 1.664
############## client 5 ##############
epochs: [1/5] train_acc: 0.412 train_loss: 1.626
epochs: [2/5] train_acc: 0.455 train_loss: 1.456
epochs: [3/5] train_acc: 0.521 train_loss: 1.325
epochs: [4/5] train_acc: 0.554 train_loss: 1.252
epochs: [5/5] train_acc: 0.604 train_loss: 1.124
############## client 25 ##############
epochs: [1/5] train_acc: 0.453 train_loss: 1.471
epochs: [2/5] train_acc: 0.516 train_loss: 1.309
epochs: [3/5] train_acc: 0.549 train_loss: 1.240
epochs: [4/5] train_acc: 0.577 train_loss: 1.212
epochs: [5/5] train_acc: 0.627 train_loss: 1.163
############## client 22 ##############
epochs: [1/5] train_acc: 0.387 train_loss: 1.588
epochs: [2/5] train_acc: 0.470 train_loss: 1.461
epochs: [3/5] train_acc: 0.574 train_loss: 1.257
epochs: [4/5] train_acc: 0.622 train_loss: 1.130
epochs: [5/5] train_acc: 0.690 train_loss: 1.004
############## client 13 ##############
epochs: [1/5] train_acc: 0.304 train_loss: 1.858
epochs: [2/5] train_acc: 0.389 train_loss: 1.680
epochs: [3/5] train_acc: 0.475 train_loss: 1.497
epochs: [4/5] train_acc: 0.504 train_loss: 1.349
epochs: [5/5] train_acc: 0.566 train_loss: 1.222
############## client 18 ##############
epochs: [1/5] train_acc: 0.343 train_loss: 1.819
epochs: [2/5] train_acc: 0.426 train_loss: 1.619
epochs: [3/5] train_acc: 0.449 train_loss: 1.506
epochs: [4/5] train_acc: 0.501 train_loss: 1.372
epochs: [5/5] train_acc: 0.587 train_loss: 1.200
############## client 21 ##############
epochs: [1/5] train_acc: 0.424 train_loss: 1.590
epochs: [2/5] train_acc: 0.504 train_loss: 1.419
epochs: [3/5] train_acc: 0.550 train_loss: 1.293
epochs: [4/5] train_acc: 0.588 train_loss: 1.200
epochs: [5/5] train_acc: 0.627 train_loss: 1.104
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.313
cur_acc: 0.313
iteration [8/50]
############## client 22 ##############
epochs: [1/5] train_acc: 0.429 train_loss: 1.539
epochs: [2/5] train_acc: 0.509 train_loss: 1.358
epochs: [3/5] train_acc: 0.551 train_loss: 1.202
epochs: [4/5] train_acc: 0.617 train_loss: 1.087
epochs: [5/5] train_acc: 0.678 train_loss: 0.972
############## client 13 ##############
epochs: [1/5] train_acc: 0.412 train_loss: 1.566
epochs: [2/5] train_acc: 0.479 train_loss: 1.436
epochs: [3/5] train_acc: 0.561 train_loss: 1.230
epochs: [4/5] train_acc: 0.587 train_loss: 1.144
epochs: [5/5] train_acc: 0.638 train_loss: 1.013
############## client 19 ##############
epochs: [1/5] train_acc: 0.368 train_loss: 1.780
epochs: [2/5] train_acc: 0.389 train_loss: 1.672
epochs: [3/5] train_acc: 0.449 train_loss: 1.506
epochs: [4/5] train_acc: 0.502 train_loss: 1.401
epochs: [5/5] train_acc: 0.557 train_loss: 1.249
############## client 0 ##############
epochs: [1/5] train_acc: 0.285 train_loss: 1.999
epochs: [2/5] train_acc: 0.353 train_loss: 1.971
epochs: [3/5] train_acc: 0.384 train_loss: 1.798
epochs: [4/5] train_acc: 0.358 train_loss: 1.726
epochs: [5/5] train_acc: 0.353 train_loss: 1.624
############## client 6 ##############
epochs: [1/5] train_acc: 0.186 train_loss: 2.559
epochs: [2/5] train_acc: 0.313 train_loss: 2.179
epochs: [3/5] train_acc: 0.388 train_loss: 2.004
epochs: [4/5] train_acc: 0.442 train_loss: 1.834
epochs: [5/5] train_acc: 0.485 train_loss: 1.711
############## client 26 ##############
epochs: [1/5] train_acc: 0.348 train_loss: 1.786
epochs: [2/5] train_acc: 0.416 train_loss: 1.629
epochs: [3/5] train_acc: 0.464 train_loss: 1.536
epochs: [4/5] train_acc: 0.513 train_loss: 1.440
epochs: [5/5] train_acc: 0.533 train_loss: 1.342
############## client 25 ##############
epochs: [1/5] train_acc: 0.439 train_loss: 1.485
epochs: [2/5] train_acc: 0.464 train_loss: 1.470
epochs: [3/5] train_acc: 0.523 train_loss: 1.282
epochs: [4/5] train_acc: 0.574 train_loss: 1.230
epochs: [5/5] train_acc: 0.618 train_loss: 1.090
############## client 20 ##############
epochs: [1/5] train_acc: 0.338 train_loss: 1.837
epochs: [2/5] train_acc: 0.400 train_loss: 1.676
epochs: [3/5] train_acc: 0.442 train_loss: 1.576
epochs: [4/5] train_acc: 0.491 train_loss: 1.434
epochs: [5/5] train_acc: 0.525 train_loss: 1.368
############## client 16 ##############
epochs: [1/5] train_acc: 0.410 train_loss: 1.622
epochs: [2/5] train_acc: 0.468 train_loss: 1.503
epochs: [3/5] train_acc: 0.496 train_loss: 1.386
epochs: [4/5] train_acc: 0.538 train_loss: 1.268
epochs: [5/5] train_acc: 0.620 train_loss: 1.070
############## server ##############
<All keys matched successfully>
putting model into eval mode
correct are 0.337
cur_acc: 0.337
iteration [9/50]
############## client 15 ##############
epochs: [1/5] train_acc: 0.279 train_loss: 1.933
epochs: [2/5] train_acc: 0.338 train_loss: 1.843
epochs: [3/5] train_acc: 0.433 train_loss: 1.636
epochs: [4/5] train_acc: 0.476 train_loss: 1.527
epochs: [5/5] train_acc: 0.568 train_loss: 1.308
############## client 14 ##############
epochs: [1/5] train_acc: 0.316 train_loss: 1.839
epochs: [2/5] train_acc: 0.412 train_loss: 1.634
epochs: [3/5] train_acc: 0.471 train_loss: 1.499
epochs: [4/5] train_acc: 0.507 train_loss: 1.408
epochs: [5/5] train_acc: 0.542 train_loss: 1.304
############## client 4 ##############
epochs: [1/5] train_acc: 0.458 train_loss: 1.548
epochs: [2/5] train_acc: 0.425 train_loss: 1.452
epochs: [3/5] train_acc: 0.597 train_loss: 1.179
epochs: [4/5] train_acc: 0.624 train_loss: 1.121
epochs: [5/5] train_acc: 0.709 train_loss: 0.900
############## client 5 ##############
epochs: [1/5] train_acc: 0.438 train_loss: 1.534
epochs: [2/5] train_acc: 0.482 train_loss: 1.402
epochs: [3/5] train_acc: 0.577 train_loss: 1.219
epochs: [4/5] train_acc: 0.633 train_loss: 1.040
epochs: [5/5] train_acc: 0.646 train_loss: 0.992
############## client 23 ##############
epochs: [1/5] train_acc: 0.225 train_loss: 2.227
epochs: [2/5] train_acc: 0.112 train_loss: 2.285
epochs: [3/5] train_acc: 0.225 train_loss: 2.106
epochs: [4/5] train_acc: 0.306 train_loss: 2.174
epochs: [5/5] train_acc: 0.156 train_loss: 2.065
############## client 3 ##############
epochs: [1/5] train_acc: 0.336 train_loss: 1.835
epochs: [2/5] train_acc: 0.293 train_loss: 1.903
epochs: [3/5] train_acc: 0.329 train_loss: 2.018
epochs: [4/5] train_acc: 0.376 train_loss: 1.914
epochs: [5/5] train_acc: 0.428 train_loss: 1.805
############## client 26 ##############
epochs: [1/5] train_acc: 0.430 train_loss: 1.573
epochs: [2/5] train_acc: 0.451 train_loss: 1.490
epochs: [3/5] train_acc: 0.514 train_loss: 1.383
epochs: [4/5] train_acc: 0.543 train_loss: 1.308
epochs: [5/5] train_acc: 0.553 train_loss: 1.299
############## client 2 ##############
epochs: [1/5] train_acc: 0.388 train_loss: 1.128
epochs: [2/5] train_acc: 0.438 train_loss: 0.986
epochs: [3/5] train_acc: 0.488 train_loss: 0.877
epochs: [4/5] train_acc: 0.600 train_loss: 0.788
epochs: [5/5] train_acc: 0.650 train_loss: 0.652
############## client 27 ##############
epochs: [1/5] train_acc: 0.365 train_loss: 1.746
epochs: [2/5] train_acc: 0.412 train_loss: 1.632
epochs: [3/5] train_acc: 0.483 train_loss: 1.473
